RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FightStance,label
Phillipe Nover,Yui Chul Nam,135.0,-155.0,135.0,64.5161,2015-05-16,"Manila, Philippines", Philippines,False,Featherweight,MALE,3,0,1,0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,145.0,3,0,0,0,3,7,1,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145.0,31.0,33.0,3,1,1,1,3,-4,-1,0,0,0.0,-7.62,-2,63.0,-1.3333,1.0,neither,S-DEC,Closed Stance,0
Mark Eddiva,Levan Makashvili,320.0,-390.0,320.0,25.641,2015-05-16,"Manila, Philippines", Philippines,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145.0,1,0,0,1,1,5,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,145.0,29.0,26.0,1,0,-1,-1,1,-5,0,0,0,0.0,0.0,3,-51.5,0.0,-2.0,neither,S-DEC,Closed Stance,1
Tae Hyun Bang,Jon Tuck,190.0,-230.0,190.0,43.4783,2015-05-16,"Manila, Philippines", Philippines,False,Lightweight,MALE,3,1,0,0,1,2,12,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,155.0,0,1,0,1,1,6,0,0,0,0,1,0,0,1,Switch,175.26,180.34,155.0,32.0,30.0,-1,-1,0,1,-1,6,0,0,0,5.08,5.08,2,14.75,1.0,0.75,neither,SUB,Open Stance,1
Nolan Ticman,Yao Zhikui,-270.0,230.0,37.037,230.0,2015-05-16,"Manila, Philippines", Philippines,False,Flyweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125.0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125.0,26.0,24.0,0,0,0,0,0,0,0,0,0,-2.54,-12.7,2,2.0,0.0,0.0,neither,S-DEC,Closed Stance,1
Stipe Miocic,Mark Hunt,-235.0,195.0,42.5532,195.0,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Heavyweight,MALE,5,1,0,0,4,4,22,1,0,0,1,4,0,0,5,Orthodox,177.8,182.88,265.0,1,0,0,3,2,20,0,0,0,3,3,0,0,6,Orthodox,193.04,203.2,240.0,32.0,41.0,0,0,1,-1,-2,2,1,1,0,-15.24,-20.32,-9,-20.0833,0.1111,-0.4722,Red,KO/TKO,Closed Stance,0
Brad Tavares,Robert Whittaker,-135.0,115.0,74.0741,115.0,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Middleweight,MALE,3,0,2,0,2,2,15,1,0,0,2,2,0,0,4,Orthodox,182.88,185.42,185.0,0,1,0,5,3,30,0,0,1,6,1,0,0,8,Orthodox,185.42,187.96,185.0,27.0,24.0,0,1,-3,-4,1,-15,1,1,0,-2.54,-2.54,3,11.0909,0.0,-0.7727,Red,KO/TKO,Closed Stance,1
Anthony Perosh,Sean O'Connell,-130.0,120.0,76.9231,120.0,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Light Heavyweight,MALE,3,0,1,0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,205.0,0,1,0,3,5,16,0,0,0,0,2,3,0,5,Orthodox,190.5,190.5,205.0,42.0,31.0,0,0,-2,-4,3,-9,0,-1,-3,-5.08,-2.54,11,49.1333,0.1667,-0.9,neither,KO/TKO,Closed Stance,1
Jake Matthews,James Vick,-190.0,165.0,52.6316,165.0,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Lightweight,MALE,3,0,3,0,3,0,7,0,0,0,2,0,1,0,3,Orthodox,190.5,193.04,155.0,0,2,0,2,0,5,0,0,0,0,0,2,0,2,Orthodox,180.34,185.42,170.0,20.0,28.0,0,1,1,1,0,2,0,0,-1,10.16,7.62,-8,-4.0,-0.6667,-2.5,neither,SUB,Closed Stance,1
Hatsu Hioki,Dan Hooker,-290.0,245.0,34.4828,245.0,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Featherweight,MALE,3,1,0,0,1,1,4,0,0,0,0,1,0,0,1,Switch,182.88,190.5,155.0,1,0,0,2,4,20,0,0,1,2,0,0,0,3,Orthodox,180.34,177.8,145.0,31.0,25.0,0,0,-1,-2,3,-16,0,1,0,2.54,12.7,6,24.0714,-0.7143,-2.2857,neither,KO/TKO,Open Stance,1
Kyle Noke,Jonavin Webb,-110.0,-110.0,90.9091,90.9091,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170.0,1,0,0,3,3,13,0,0,0,0,2,2,0,4,Southpaw,185.42,193.04,170.0,35.0,26.0,1,0,-3,-4,3,-13,0,-2,-2,-7.62,-12.7,9,-26.2857,-0.5714,-1.1429,neither,S-DEC,Open Stance,0
Daniel Kelly,Sam Alvey,300.0,-360.0,300.0,27.7778,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Middleweight,MALE,3,0,2,0,2,1,5,0,0,0,0,2,0,0,2,Southpaw,187.96,190.5,205.0,0,2,0,2,0,4,0,0,0,1,0,1,0,2,Southpaw,182.88,177.8,185.0,37.0,29.0,0,0,0,0,-1,1,0,2,-1,5.08,12.7,8,-12.3333,-0.5,-0.5,neither,KO/TKO,Closed Stance,1
Bec Rawlings,Lisa Ellis,-220.0,180.0,45.4545,180.0,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Women's Strawweight,FEMALE,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,162.56,157.48,115.0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,162.56,125.0,26.0,32.0,0,0,0,0,0,-1,0,0,0,-5.08,-5.08,-6,-65.0,1.0,2.0,neither,SUB,Closed Stance,0
Alex Chambers,Kailin Curran,210.0,-250.0,210.0,40.0,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Women's Strawweight,FEMALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,115.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Switch,160.02,160.02,115.0,36.0,24.0,0,0,0,0,0,2,0,0,0,2.54,5.08,12,16.0,0.0,4.0,neither,SUB,Open Stance,0
Vik Grujic,Brendan O'Reilly,-140.0,120.0,71.4286,120.0,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Welterweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,170.0,1,0,0,1,2,5,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,170.0,38.0,27.0,0,0,-1,-1,1,-2,0,-1,0,-10.16,-10.16,11,6.3333,0.0,-0.6667,neither,U-DEC,Closed Stance,1
Alptekin Ozkilic,Ben Nguyen,-230.0,190.0,43.4783,190.0,2015-05-09,"Adelaide, South Australia, Australia", Australia,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,165.1,165.1,125.0,2,0,0,1,2,9,0,0,1,0,0,0,0,1,Orthodox,165.1,165.1,125.0,29.0,26.0,2,0,-1,-1,2,-9,0,0,0,0.0,0.0,3,-58.3333,0.0,-4.3333,neither,KO/TKO,Open Stance,1
Demetrious Johnson,Kyoji Horiguchi,-980.0,640.0,10.2041,640.0,2015-04-25,"Montreal, Quebec, Canada", Canada,True,Flyweight,MALE,5,0,4,0,4,0,9,0,0,0,2,2,0,0,4,Orthodox,165.1,167.64,125.0,0,7,0,7,2,40,7,0,1,5,1,2,0,9,Orthodox,160.02,167.64,125.0,28.0,24.0,0,-3,-3,-5,2,-31,-7,1,-2,5.08,0.0,4,-22.6818,-0.4545,-2.7273,Red,SUB,Closed Stance,0
Michael Bisping,CB Dollaway,-145.0,125.0,68.9655,125.0,2015-04-25,"Montreal, Quebec, Canada", Canada,False,Middleweight,MALE,3,1,0,0,3,6,28,1,0,1,4,2,2,0,9,Orthodox,187.96,193.04,185.0,1,0,0,4,7,56,1,0,1,5,9,0,0,15,Orthodox,185.42,190.5,185.0,36.0,31.0,0,0,-1,-6,1,-28,0,-7,2,2.54,2.54,5,-29.5727,0.3727,0.7515,Red,U-DEC,Closed Stance,0
John Makdessi,Shane Campbell,-110.0,-110.0,90.9091,90.9091,2015-04-25,"Montreal, Quebec, Canada", Canada,False,Catch Weight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,155.0,1,0,0,3,3,20,0,0,0,3,2,0,0,5,Orthodox,172.72,172.72,155.0,29.0,28.0,1,0,-3,-5,3,-20,0,-2,0,10.16,7.62,1,-51.75,0.0,0.0,neither,KO/TKO,Closed Stance,0
Yves Jabouin,Thomas Almeida,335.0,-420.0,335.0,23.8095,2015-04-25,"Montreal, Quebec, Canada", Canada,False,Bantamweight,MALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Southpaw,170.18,177.8,135.0,0,1,0,3,3,19,0,0,3,2,0,0,0,5,Orthodox,170.18,172.72,135.0,35.0,23.0,0,0,-2,-4,3,-16,0,0,0,0.0,5.08,12,85.625,0.0,-1.25,neither,KO/TKO,Open Stance,1
Patrick Cote,Joe Riggs,-260.0,220.0,38.4615,220.0,2015-04-25,"Montreal, Quebec, Canada", Canada,False,Welterweight,MALE,3,2,0,0,1,5,13,0,0,0,1,1,1,1,4,Southpaw,182.88,177.8,185.0,1,0,0,4,9,39,2,0,1,3,2,0,0,7,Orthodox,180.34,180.34,170.0,35.0,32.0,-1,0,-3,-3,4,-26,-2,0,1,2.54,-2.54,3,-15.9514,0.0972,0.5625,neither,U-DEC,Open Stance,0
Alexis Davis,Sarah Kaufman,178.0,-215.0,178.0,46.5116,2015-04-25,"Montreal, Quebec, Canada", Canada,False,Women's Bantamweight,FEMALE,3,0,1,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,135.0,1,0,0,3,1,10,1,0,1,2,0,0,0,3,Orthodox,167.64,172.72,125.0,30.0,29.0,1,1,-2,-2,0,-4,-1,0,0,-2.54,-2.54,1,107.25,-0.75,-0.25,Red,SUB,Closed Stance,0
Chad Laprise,Bryan Barberena,-420.0,335.0,23.8095,335.0,2015-04-25,"Montreal, Quebec, Canada", Canada,False,Lightweight,MALE,3,0,1,0,1,0,3,0,0,0,0,1,0,0,1,Southpaw,182.88,182.88,170.0,0,2,0,2,0,6,1,0,1,1,0,0,0,2,Orthodox,177.8,180.34,170.0,28.0,25.0,0,-1,-1,-1,0,-3,-1,1,0,5.08,2.54,3,10.0,0.0,-2.0,neither,U-DEC,Open Stance,0
Olivier Aubin-Mercier,David Michaud,-340.0,280.0,29.4118,280.0,2015-04-25,"Montreal, Quebec, Canada", Canada,False,Lightweight,MALE,3,0,1,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,175.26,182.88,155.0,0,1,0,1,1,5,1,0,0,0,0,1,0,1,Southpaw,175.26,177.8,155.0,26.0,26.0,0,0,0,0,0,1,-1,0,-1,0.0,5.08,0,21.0,0.5,1.5,neither,SUB,Open Stance,0
Nordine Taleb,Chris Clements,-210.0,175.0,47.619,175.0,2015-04-25,"Montreal, Quebec, Canada", Canada,False,Welterweight,MALE,3,0,1,0,1,2,9,0,0,1,0,1,0,0,2,Orthodox,177.8,177.8,170.0,0,2,0,2,0,6,0,0,1,1,0,0,0,2,Orthodox,185.42,187.96,170.0,33.0,39.0,0,-1,-1,0,-2,3,0,1,0,-7.62,-10.16,-6,-20.0,0.0,-3.0,neither,U-DEC,Closed Stance,0
Jessica Rakoczy,Valerie Letourneau,105.0,-125.0,105.0,80.0,2015-04-25,"Montreal, Quebec, Canada", Canada,False,Women's Strawweight,FEMALE,3,0,1,0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,170.18,172.72,115.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,Orthodox,170.18,172.72,115.0,38.0,31.0,1,1,1,1,1,2,-1,0,0,0.0,0.0,7,100.0,0.0,0.0,neither,U-DEC,Closed Stance,1
Randa Markos,Aisling Daly,-275.0,235.0,36.3636,235.0,2015-04-25,"Montreal, Quebec, Canada", Canada,False,Women's Strawweight,FEMALE,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,Switch,157.48,162.56,115.0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115.0,29.0,27.0,1,1,1,1,1,-2,0,0,1,-5.08,2.54,2,-39.0,1.0,0.0,Red,U-DEC,Open Stance,0
Lyoto Machida,Luke Rockhold,125.0,-145.0,125.0,68.9655,2015-04-18,"Newark, New Jersey, USA", USA,False,Middleweight,MALE,5,0,3,0,3,1,5,0,0,0,0,1,2,0,3,Southpaw,190.5,195.58,185.0,0,1,0,8,5,50,5,0,1,6,6,1,0,14,Southpaw,185.42,187.96,185.0,36.0,30.0,0,2,-5,-11,4,-45,-5,-5,1,5.08,7.62,6,-20.8684,0.3289,-0.7368,Red,SUB,Closed Stance,1
Jacare Souza,Chris Camozzi,-1600.0,1050.0,6.25,1050.0,2015-04-18,"Newark, New Jersey, USA", USA,False,Middleweight,MALE,3,4,0,0,4,6,32,0,0,2,2,0,1,1,6,Orthodox,187.96,193.04,185.0,0,4,0,4,0,8,0,0,0,1,1,2,0,4,Orthodox,185.42,182.88,185.0,35.0,28.0,-4,-4,0,2,-6,24,0,0,-1,2.54,10.16,7,27.1667,-0.9167,-1.75,neither,SUB,Closed Stance,0
Cub Swanson,Max Holloway,-155.0,135.0,64.5161,135.0,2015-04-18,"Newark, New Jersey, USA", USA,False,Featherweight,MALE,3,0,5,0,5,3,27,0,0,1,2,4,1,0,8,Orthodox,180.34,175.26,155.0,1,0,0,6,2,23,0,0,0,2,4,0,0,6,Orthodox,172.72,177.8,145.0,31.0,23.0,1,5,-1,2,-1,4,0,0,1,7.62,-2.54,8,22.8295,0.0568,-0.6591,Red,SUB,Closed Stance,1
Felice Herrig,Paige VanZant,100.0,-120.0,100.0,83.3333,2015-04-18,"Newark, New Jersey, USA", USA,False,Women's Strawweight,FEMALE,3,0,1,0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,162.56,165.1,115.0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,162.56,165.1,115.0,30.0,21.0,0,0,0,0,0,1,0,1,-1,0.0,0.0,9,53.0,0.0,2.0,Red,U-DEC,Closed Stance,1
Jim Miller,Beneil Dariush,145.0,-165.0,145.0,60.6061,2015-04-18,"Newark, New Jersey, USA", USA,False,Lightweight,MALE,3,0,3,0,3,1,9,0,0,0,1,0,3,0,4,Southpaw,177.8,182.88,155.0,1,0,0,7,5,41,0,0,0,5,2,6,0,13,Southpaw,172.72,180.34,155.0,31.0,25.0,1,3,-4,-9,4,-32,0,-2,-3,5.08,2.54,6,-5.6222,-0.9222,-0.1333,Red,U-DEC,Closed Stance,1
Ovince Saint Preux,Patrick Cummins,-105.0,-115.0,95.2381,86.9565,2015-04-18,"Newark, New Jersey, USA", USA,False,Light Heavyweight,MALE,3,0,3,0,3,1,9,0,0,0,2,1,0,0,3,Orthodox,187.96,193.04,205.0,0,1,0,4,1,13,0,1,0,0,3,1,0,5,Southpaw,190.5,203.2,205.0,32.0,34.0,0,2,-1,-2,0,-4,0,-2,-1,-2.54,-10.16,-2,26.9167,-0.0833,3.4167,Red,KO/TKO,Open Stance,0
Corey Anderson,Gian Villante,-400.0,325.0,25.0,325.0,2015-04-18,"Newark, New Jersey, USA", USA,False,Light Heavyweight,MALE,3,0,1,0,1,2,11,0,0,1,0,1,0,0,2,Orthodox,190.5,193.04,205.0,0,2,0,2,0,4,1,0,0,1,1,0,0,2,Orthodox,190.5,200.66,205.0,25.0,29.0,0,-1,-1,0,-2,7,-1,0,0,0.0,-7.62,-4,14.75,0.0,-3.5,neither,KO/TKO,Closed Stance,1
Takeya Mizugaki,Aljamain Sterling,285.0,-345.0,285.0,28.9855,2015-04-18,"Newark, New Jersey, USA", USA,False,Bantamweight,MALE,3,0,2,0,2,0,6,0,0,0,1,1,0,0,2,Orthodox,170.18,180.34,135.0,1,0,0,5,3,27,0,0,3,3,1,0,0,7,Orthodox,170.18,172.72,135.0,31.0,25.0,1,2,-3,-5,3,-21,0,0,0,0.0,7.62,6,2.7,1.4,1.9,Red,SUB,Closed Stance,1
George Sullivan,Tim Means,135.0,-155.0,135.0,64.5161,2015-04-18,"Newark, New Jersey, USA", USA,False,Welterweight,MALE,3,0,3,0,3,3,20,0,0,1,2,2,0,0,5,Orthodox,187.96,190.5,170.0,0,2,0,2,0,5,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,170.0,34.0,31.0,0,1,1,3,-3,15,0,1,0,5.08,5.08,3,-5.625,0.125,-0.875,neither,SUB,Closed Stance,1
Diego Brandao,Jimy Hettes,-140.0,120.0,71.4286,120.0,2015-04-18,"Newark, New Jersey, USA", USA,False,Featherweight,MALE,3,1,0,0,2,2,13,0,0,0,1,0,2,0,3,Southpaw,175.26,180.34,145.0,2,0,0,3,3,13,1,0,0,2,0,2,0,4,Orthodox,170.18,172.72,145.0,27.0,27.0,1,0,-1,-1,1,0,-1,0,0,5.08,7.62,0,20.2286,0.7714,2.3429,neither,KO/TKO,Open Stance,0
Eddie Gordon,Chris Dempsey,-370.0,310.0,27.027,310.0,2015-04-18,"Newark, New Jersey, USA", USA,False,Middleweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185.0,1,0,0,1,1,3,1,0,0,0,1,0,0,1,Orthodox,182.88,193.04,185.0,31.0,27.0,0,0,-1,-1,0,-2,-1,-1,0,-5.08,-10.16,4,-14.0,0.0,-1.0,neither,S-DEC,Closed Stance,1
Jimi Manuwa,Jan Blachowicz,100.0,-120.0,100.0,83.3333,2015-04-11,"Krakow, Poland", Poland,False,Light Heavyweight,MALE,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,187.96,198.12,205.0,1,0,0,3,1,7,0,0,0,0,1,0,2,3,Orthodox,185.42,200.66,205.0,35.0,32.0,1,1,-2,-2,1,-6,0,-2,0,2.54,-2.54,3,-20.0,-0.25,-0.75,Red,U-DEC,Closed Stance,0
Pawel Pawlak,Sheldon Westcott,190.0,-230.0,190.0,43.4783,2015-04-11,"Krakow, Poland", Poland,False,Welterweight,MALE,3,1,0,0,0,1,2,1,0,0,0,0,0,0,0,Southpaw,185.42,180.34,170.0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170.0,26.0,30.0,0,0,0,0,0,-1,1,0,0,2.54,-5.08,-4,-8.0,0.0,2.0,neither,U-DEC,Open Stance,0
Joanne Calderwood,Maryna Moroz,-550.0,425.0,18.1818,425.0,2015-04-11,"Krakow, Poland", Poland,False,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,125.0,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,165.1,125.0,29.0,23.0,0,-1,-1,-1,0,-3,0,0,0,2.54,5.08,6,-109.0,0.0,-2.0,Red,SUB,Closed Stance,1
Seth Baczynski,Leon Edwards,150.0,-170.0,150.0,58.8235,2015-04-11,"Krakow, Poland", Poland,False,Welterweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,170.0,2,0,0,4,5,22,0,0,1,1,1,2,0,5,Orthodox,190.5,187.96,170.0,33.0,23.0,1,0,-4,-5,4,-19,0,-1,-2,-7.62,0.0,10,2.0,-0.5,-0.6,neither,KO/TKO,Open Stance,1
Bartosz Fabinski,Garreth McLellan,-135.0,115.0,74.0741,115.0,2015-04-11,"Krakow, Poland", Poland,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,182.88,185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170.0,28.0,32.0,0,0,0,0,0,0,0,0,0,2.54,-7.62,-4,0.0,0.0,0.0,neither,U-DEC,Open Stance,0
Sergio Moraes,Mickael Lebout,-550.0,425.0,18.1818,425.0,2015-04-11,"Krakow, Poland", Poland,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,155.0,0,2,0,2,1,7,1,0,0,0,0,2,0,2,Orthodox,182.88,182.88,170.0,32.0,27.0,0,-2,-2,-2,1,-7,-1,0,-2,-2.54,2.54,5,-22.3333,-0.6667,-1.6667,neither,U-DEC,Closed Stance,0
Damian Stasiak,Yaotzin Meza,-135.0,115.0,74.0741,115.0,2015-04-11,"Krakow, Poland", Poland,False,Featherweight,MALE,3,2,0,0,1,3,9,0,0,0,0,0,1,0,1,Orthodox,175.26,187.96,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135.0,25.0,34.0,-2,0,1,1,-3,9,0,0,1,10.16,10.16,-9,15.25,1.0,0.75,neither,U-DEC,Closed Stance,1
Daniel Omielanczuk,Anthony Hamilton,-135.0,115.0,74.0741,115.0,2015-04-11,"Krakow, Poland", Poland,False,Heavyweight,MALE,3,1,0,0,1,2,4,0,0,0,0,1,0,0,1,Orthodox,195.58,193.04,260.0,1,0,0,1,1,6,0,0,0,0,1,0,0,1,Southpaw,182.88,187.96,247.0,32.0,34.0,0,0,0,0,-1,-2,0,0,0,12.7,5.08,-2,-6.8333,-0.5,0.6667,neither,U-DEC,Open Stance,1
Marcin Bandel,Stevie Ray,135.0,-155.0,135.0,64.5161,2015-04-11,"Krakow, Poland", Poland,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155.0,25.0,25.0,1,0,0,0,1,-1,0,0,0,0.0,0.0,0,-3.0,0.0,0.0,neither,KO/TKO,Open Stance,1
Taylor Lapilus,Rocky Lee,-150.0,130.0,66.6667,130.0,2015-04-11,"Krakow, Poland", Poland,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64,185.42,135.0,23.0,28.0,0,0,0,0,0,0,0,0,0,7.62,-12.7,-5,0.0,0.0,0.0,neither,U-DEC,Open Stance,0
Chad Mendes,Ricardo Lamas,-460.0,365.0,21.7391,365.0,2015-04-04,"Fairfax, Virginia, USA", USA,False,Featherweight,MALE,5,0,2,0,4,1,17,1,0,0,2,2,2,0,6,Orthodox,172.72,180.34,145.0,1,0,0,5,2,21,2,0,0,3,4,0,0,7,Orthodox,167.64,167.64,145.0,29.0,32.0,1,2,-1,-1,1,-4,-1,-2,2,5.08,12.7,-3,-4.4762,0.7778,-1.0794,Red,KO/TKO,Closed Stance,0
Jorge Masvidal,Al Iaquinta,-110.0,-110.0,90.9091,90.9091,2015-04-04,"Fairfax, Virginia, USA", USA,False,Lightweight,MALE,3,0,3,0,3,2,19,1,0,0,3,3,0,0,6,Orthodox,177.8,177.8,155.0,0,3,0,3,1,17,0,0,0,4,0,1,0,5,Orthodox,180.34,187.96,170.0,30.0,27.0,0,0,0,1,-1,2,1,3,-1,-2.54,-10.16,3,2.0833,-0.2917,-1.0,Red,S-DEC,Closed Stance,1
Michael Chiesa,Mitch Clarke,-420.0,335.0,23.8095,335.0,2015-04-04,"Fairfax, Virginia, USA", USA,False,Lightweight,MALE,3,0,2,0,2,2,10,0,0,0,1,0,1,0,2,Orthodox,177.8,185.42,155.0,1,0,0,2,2,12,1,0,0,1,0,3,0,4,Southpaw,185.42,190.5,170.0,27.0,29.0,1,2,0,-2,0,-2,-1,0,-2,-7.62,-5.08,-2,2.3333,-0.3333,-0.5833,neither,U-DEC,Open Stance,0
Julianna Pena,Milana Dudieva,-400.0,325.0,25.0,325.0,2015-04-04,"Fairfax, Virginia, USA", USA,False,Women's Bantamweight,FEMALE,3,0,1,0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,160.02,154.94,135.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,Orthodox,167.64,175.26,135.0,25.0,25.0,0,0,0,0,0,2,-1,-1,0,-7.62,-20.32,0,-22.0,0.0,0.0,Red,KO/TKO,Closed Stance,0
Clay Guida,Robert Peralta,-245.0,205.0,40.8163,205.0,2015-04-04,"Fairfax, Virginia, USA", USA,False,Featherweight,MALE,3,1,0,0,2,3,17,0,0,1,1,2,0,0,4,Orthodox,172.72,180.34,145.0,1,0,0,4,9,55,0,0,3,3,1,4,0,11,Orthodox,170.18,177.8,155.0,33.0,29.0,0,0,-2,-7,6,-38,0,1,-4,2.54,2.54,4,11.2643,-0.65,-2.1286,Red,U-DEC,Closed Stance,0
Dustin Poirier,Diego Ferreira,-150.0,130.0,66.6667,130.0,2015-04-04,"Fairfax, Virginia, USA", USA,False,Lightweight,MALE,3,1,0,0,2,1,6,0,0,0,0,1,1,0,2,Orthodox,175.26,187.96,155.0,1,0,0,4,3,24,0,0,0,3,2,3,0,8,Southpaw,175.26,182.88,155.0,26.0,30.0,0,0,-2,-6,2,-18,0,-1,-2,0.0,5.08,-4,-26.3333,0.2727,-0.6667,neither,KO/TKO,Open Stance,0
Liz Carmouche,Lauren Murphy,100.0,-120.0,100.0,83.3333,2015-04-04,"Fairfax, Virginia, USA", USA,False,Women's Bantamweight,FEMALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,125.0,2,0,0,1,3,9,1,0,0,0,1,0,0,1,Orthodox,167.64,167.64,125.0,31.0,31.0,1,0,-1,-1,2,-6,-1,-1,0,2.54,2.54,0,19.25,-0.5,-2.25,Red,U-DEC,Closed Stance,0
Gray Maynard,Alexander Yakovlev,120.0,-140.0,120.0,71.4286,2015-04-04,"Fairfax, Virginia, USA", USA,False,Lightweight,MALE,3,2,0,0,0,2,6,0,0,0,0,0,0,0,0,Southpaw,190.5,187.96,155.0,3,0,0,8,6,42,2,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155.0,35.0,30.0,1,0,-8,-9,4,-36,-2,-1,0,15.24,10.16,5,6.2667,-0.6,-1.7667,neither,U-DEC,Open Stance,1
