RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FightStance,label
Dennis Siver,Tatsuya Kawajiri,-150.0,130.0,66.6667,130.0,2015-06-20,"Berlin, Berlin, Germany", Germany,False,Featherweight,MALE,3,1,0,0,1,1,5,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,145.0,1,0,0,4,8,44,0,0,0,6,3,2,0,11,Orthodox,167.64,177.8,145.0,36.0,37.0,0,0,-3,-10,7,-39,0,-3,-1,2.54,-2.54,-1,-13.6579,0.7895,1.3158,Red,U-DEC,Closed Stance,1
Peter Sobotta,Steve Kennedy,-370.0,310.0,27.027,310.0,2015-06-20,"Berlin, Berlin, Germany", Germany,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170.0,0,1,0,1,3,12,0,0,0,1,0,0,0,1,Southpaw,182.88,190.5,170.0,28.0,32.0,0,-1,-1,-1,3,-12,0,0,0,-2.54,-10.16,-4,-28.5,-0.5,-1.5,neither,SUB,Open Stance,0
Nick Hein,Lukasz Sajewski,-150.0,130.0,66.6667,130.0,2015-06-20,"Berlin, Berlin, Germany", Germany,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155.0,1,0,0,1,1,6,0,0,0,1,0,0,0,1,Southpaw,167.64,167.64,155.0,31.0,24.0,1,0,-1,-1,1,-6,0,0,0,5.08,12.7,7,-37.5,0.0,-1.0,neither,U-DEC,Open Stance,0
Makwan Amirkhani,Masio Fullen,-260.0,240.0,38.4615,240.0,2015-06-20,"Berlin, Berlin, Germany", Germany,False,Featherweight,MALE,3,0,1,0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,177.8,177.8,145.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,177.8,182.88,145.0,26.0,28.0,0,0,0,0,0,2,0,-1,0,0.0,-5.08,-2,35.0,0.0,1.0,neither,SUB,Open Stance,0
Mairbek Taisumov,Alan Patrick,-160.0,140.0,62.5,140.0,2015-06-20,"Berlin, Berlin, Germany", Germany,False,Lightweight,MALE,3,0,2,0,2,0,4,0,0,0,1,1,0,0,2,Southpaw,180.34,187.96,155.0,0,2,0,2,1,9,0,0,0,1,2,0,0,3,Orthodox,175.26,185.42,155.0,26.0,31.0,0,0,0,-1,1,-5,0,-1,0,5.08,2.54,-5,1.75,0.0,-0.25,neither,KO/TKO,Open Stance,0
Alan Omer,Arnold Allen,-165.0,145.0,60.6061,145.0,2015-06-20,"Berlin, Berlin, Germany", Germany,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,145.0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,145.0,26.0,21.0,1,0,0,0,1,-3,0,0,0,-5.08,-2.54,5,-58.0,0.0,-1.0,neither,SUB,Open Stance,1
Niklas Backstrom,Noad Lahat,-190.0,165.0,52.6316,165.0,2015-06-20,"Berlin, Berlin, Germany", Germany,False,Featherweight,MALE,3,0,1,0,1,1,4,0,0,0,1,0,0,0,1,Orthodox,175.26,175.26,145.0,1,0,0,1,1,2,0,0,0,0,0,1,0,1,Orthodox,185.42,187.96,145.0,25.0,31.0,1,1,0,0,0,2,0,0,-1,-10.16,-12.7,-6,12.5,0.0,2.0,neither,M-DEC,Closed Stance,1
Scott Askham,Antonio Dos Santos,-235.0,195.0,42.5532,195.0,2015-06-20,"Berlin, Berlin, Germany", Germany,False,Middleweight,MALE,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185.0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,190.5,190.5,185.0,27.0,26.0,0,0,0,0,0,-1,0,0,0,-12.7,-7.62,1,-5.0,0.0,0.0,neither,KO/TKO,Open Stance,0
Piotr Hallmann,Magomed Mustafaev,100.0,-120.0,100.0,83.3333,2015-06-20,"Berlin, Berlin, Germany", Germany,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155.0,1,0,0,1,2,11,0,0,0,0,0,2,0,2,Orthodox,175.26,180.34,155.0,27.0,26.0,1,0,-1,-2,2,-11,0,0,-2,-2.54,0.0,1,-54.0,-0.5,-2.25,neither,KO/TKO,Closed Stance,1
Cain Velasquez,Fabricio Werdum,-460.0,365.0,21.7391,365.0,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,True,Heavyweight,MALE,5,0,5,0,5,2,20,1,0,0,2,4,1,0,7,Orthodox,193.04,195.58,231.0,0,4,0,7,1,24,5,0,0,2,9,0,0,11,Orthodox,185.42,195.58,240.0,32.0,37.0,0,1,-2,-4,-1,-4,-4,-5,1,7.62,0.0,-5,-5.4444,-0.1389,-1.8611,Red,SUB,Closed Stance,1
Gilbert Melendez,Eddie Alvarez,-170.0,150.0,58.8235,150.0,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,False,Lightweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,155.0,1,0,0,1,2,10,2,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145.0,33.0,31.0,0,0,-1,-1,1,-7,-2,0,0,0.0,-10.16,2,-7.3333,0.0,-1.0,Red,S-DEC,Closed Stance,1
Kelvin Gastelum,Nate Marquardt,-500.0,400.0,20.0,400.0,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,False,Middleweight,MALE,3,1,0,0,4,7,38,1,0,0,4,4,3,0,11,Orthodox,182.88,187.96,185.0,1,0,0,5,1,14,1,0,2,1,0,2,0,5,Southpaw,175.26,180.34,185.0,23.0,36.0,0,0,-1,6,-6,24,0,4,1,7.62,7.62,-13,-11.5556,0.4444,0.6111,neither,KO/TKO,Open Stance,0
Yair Rodriguez,Charles Rosa,155.0,-175.0,155.0,57.1429,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,False,Featherweight,MALE,3,0,1,0,1,1,6,0,0,0,0,0,1,0,1,Switch,175.26,175.26,145.0,0,1,0,1,0,3,1,0,0,1,0,0,0,1,Orthodox,180.34,180.34,145.0,22.0,28.0,0,0,0,0,-1,3,-1,0,1,-5.08,-5.08,-6,-4.5,-2.5,1.5,neither,S-DEC,Open Stance,0
Tecia Torres,Angela Hill,-235.0,195.0,42.5532,195.0,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,False,Women's Strawweight,FEMALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,160.02,162.56,115.0,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,154.94,152.4,115.0,25.0,30.0,0,0,0,0,0,0,0,0,0,5.08,10.16,-5,11.0,0.0,-1.0,Red,U-DEC,Closed Stance,0
Henry Cejudo,Chico Camus,-1275.0,825.0,7.8431,825.0,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,False,Flyweight,MALE,3,0,1,0,1,3,18,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,125.0,0,2,0,2,0,6,0,0,0,2,0,0,0,2,Orthodox,162.56,162.56,135.0,28.0,30.0,0,-1,-1,1,-3,12,0,0,0,5.08,5.08,-2,-29.1667,0.0,-2.0,Red,U-DEC,Closed Stance,0
Efrain Escudero,Drew Dober,120.0,-140.0,120.0,71.4286,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,False,Lightweight,MALE,3,1,0,0,1,3,9,0,0,0,0,0,1,0,1,Southpaw,172.72,177.8,155.0,0,1,0,2,5,25,1,0,0,3,1,0,0,4,Orthodox,175.26,177.8,155.0,29.0,26.0,-1,-1,-1,-3,2,-16,-1,-1,1,-2.54,0.0,3,-3.5278,-0.5278,-1.1111,neither,SUB,Open Stance,0
Alejandro Perez,Patrick Williams,-160.0,150.0,62.5,150.0,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,False,Bantamweight,MALE,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,135.0,0,1,0,1,0,3,1,0,0,1,0,0,0,1,Orthodox,167.64,170.18,135.0,25.0,33.0,-1,-1,-1,-1,-1,-1,-1,0,0,5.08,15.24,-8,-24.0,-1.0,1.0,neither,SUB,Closed Stance,1
Francisco Trevino,Johnny Case,415.0,-525.0,415.0,19.0476,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,False,Lightweight,MALE,3,0,2,0,2,0,5,0,0,0,0,1,1,0,2,Orthodox,177.8,182.88,155.0,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155.0,33.0,25.0,0,1,1,1,0,2,0,1,1,2.54,5.08,8,-11.0,0.0,0.0,neither,U-DEC,Closed Stance,1
Augusto Montano,Cathal Pendred,-110.0,-110.0,90.9091,90.9091,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,False,Welterweight,MALE,3,0,3,0,3,0,8,0,0,1,1,0,1,0,3,Orthodox,185.42,190.5,170.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,170.0,30.0,27.0,0,2,2,2,0,7,0,-1,1,0.0,5.08,3,8.3333,0.3333,2.6667,neither,U-DEC,Closed Stance,1
Gabriel Benitez,Clay Collard,215.0,-255.0,215.0,39.2157,2015-06-13,"Mexico City, Distrito Federal, Mexico", Mexico,False,Featherweight,MALE,3,0,1,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,145.0,0,1,0,1,0,3,0,0,0,0,0,1,0,1,Southpaw,172.72,180.34,145.0,26.0,22.0,0,0,0,0,-1,3,0,0,-1,7.62,5.08,4,42.0,-4.0,2.0,neither,U-DEC,Open Stance,0
Tim Boetsch,Dan Henderson,-185.0,160.0,54.0541,160.0,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Middleweight,MALE,5,2,0,0,4,7,38,3,0,2,3,2,0,0,7,Orthodox,180.34,187.96,185.0,1,0,0,4,7,38,0,0,2,3,4,0,0,9,Orthodox,182.88,187.96,185.0,34.0,44.0,-1,0,0,-2,0,0,3,-2,0,-2.54,0.0,-10,1.1607,-0.3304,-0.1875,Red,KO/TKO,Closed Stance,1
Ben Rothwell,Matt Mitrione,145.0,-165.0,145.0,60.6061,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Heavyweight,MALE,3,0,3,0,5,3,19,0,0,0,1,8,0,0,9,Switch,190.5,200.66,265.0,0,2,0,2,3,15,0,0,0,1,3,0,0,4,Orthodox,193.04,198.12,265.0,33.0,36.0,0,1,3,5,0,4,0,5,0,-2.54,2.54,-3,0.4524,0.0476,-1.0,Red,SUB,Open Stance,0
Dustin Poirier,Yancy Medeiros,-250.0,230.0,40.0,230.0,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Lightweight,MALE,3,0,2,0,2,3,6,0,0,0,0,0,2,0,2,Orthodox,177.8,190.5,155.0,0,1,0,4,3,25,0,0,0,3,3,3,0,9,Southpaw,175.26,182.88,155.0,26.0,27.0,0,1,-2,-7,0,-19,0,-3,-1,2.54,7.62,-1,-23.9333,-0.0667,-0.9167,neither,KO/TKO,Open Stance,0
Thiago Tavares,Brian Ortega,-145.0,125.0,68.9655,125.0,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Featherweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Switch,172.72,175.26,145.0,0,2,0,2,6,33,0,0,0,4,1,4,0,9,Orthodox,170.18,172.72,145.0,30.0,24.0,-1,-2,-2,-9,5,-32,0,-1,-4,2.54,2.54,6,-16.0667,1.0,-1.2667,neither,KO/TKO,Open Stance,1
Joe Soto,Anthony Birchak,-200.0,170.0,50.0,170.0,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Bantamweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135.0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135.0,28.0,29.0,0,0,0,0,0,-4,-1,0,0,5.08,10.16,-1,-58.0,0.0,1.0,neither,KO/TKO,Closed Stance,1
Francisco Rivera,Alex Caceres,-135.0,125.0,74.0741,125.0,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Bantamweight,MALE,3,2,0,0,2,6,29,0,0,2,1,0,2,0,5,Southpaw,177.8,185.42,145.0,2,0,0,2,4,16,0,0,0,1,2,0,0,3,Orthodox,172.72,172.72,135.0,33.0,26.0,0,0,0,2,-2,13,0,-2,2,5.08,12.7,7,4.026,0.5195,-0.5325,Red,KO/TKO,Open Stance,0
Shawn Jordan,Derrick Lewis,-115.0,-105.0,86.9565,95.2381,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Heavyweight,MALE,3,0,1,0,2,1,5,0,0,0,0,3,0,0,3,Orthodox,190.5,200.66,260.0,0,2,0,2,3,14,0,0,0,0,5,0,0,5,Southpaw,182.88,190.5,260.0,30.0,30.0,0,-1,0,-2,2,-9,0,-2,0,7.62,10.16,0,-3.5,0.0,-0.125,neither,KO/TKO,Open Stance,0
Brian Ebersole,Omari Akhmedov,115.0,-135.0,115.0,74.0741,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Welterweight,MALE,3,0,1,0,1,1,5,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185.0,0,1,0,4,2,19,0,0,2,2,1,0,0,5,Southpaw,182.88,185.42,170.0,34.0,27.0,0,0,-3,-3,1,-14,0,0,0,0.0,0.0,7,-6.1429,0.1905,0.5714,neither,KO/TKO,Open Stance,1
Chris Wade,Christos Giagos,-170.0,150.0,58.8235,150.0,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Lightweight,MALE,3,0,1,0,1,1,2,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155.0,0,2,0,2,0,4,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,155.0,27.0,25.0,0,-1,-1,-1,-1,-2,0,0,0,0.0,2.54,2,-12.5,0.0,-2.0,neither,U-DEC,Closed Stance,0
Joe Proctor,Justin Edwards,-210.0,175.0,47.619,175.0,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Lightweight,MALE,3,2,0,0,1,4,14,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,155.0,1,0,0,2,2,10,0,0,0,1,2,0,0,3,Orthodox,177.8,182.88,155.0,29.0,32.0,-1,0,-1,-1,-2,4,0,-2,1,0.0,-5.08,-3,-3.6,-0.1667,1.5,neither,SUB,Closed Stance,0
Ricardo Abreu,Jake Collier,-175.0,155.0,57.1429,155.0,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Middleweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205.0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,180.34,185.42,185.0,31.0,26.0,-1,-1,-1,-1,-1,-1,0,0,-1,10.16,12.7,5,-18.0,0.0,2.0,neither,S-DEC,Closed Stance,1
Jose Quinonez,Leonardo Morales,150.0,-170.0,150.0,58.8235,2015-06-06,"New Orleans, Louisiana, USA", USA,False,Bantamweight,MALE,3,1,0,0,0,1,3,1,0,0,0,0,0,0,0,Southpaw,172.72,172.72,135.0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135.0,24.0,22.0,0,0,0,0,0,0,0,0,0,0.0,-2.54,2,-5.0,-2.0,-3.0,neither,SUB,Open Stance,0
Carlos Condit,Thiago Alves,-350.0,290.0,28.5714,290.0,2015-05-30,"Goiania, Goias, Brazil", Brazil,False,Welterweight,MALE,5,0,2,0,7,6,45,1,0,0,4,7,1,1,13,Orthodox,175.26,177.8,170.0,1,0,0,5,4,30,2,0,1,1,4,0,0,6,Orthodox,187.96,190.5,170.0,31.0,31.0,1,2,2,7,-2,15,-1,4,1,-12.7,-12.7,0,-13.4211,-0.6368,0.1789,Red,KO/TKO,Closed Stance,0
Nik Lentz,Charles Oliveira,225.0,-265.0,225.0,37.7358,2015-05-30,"Goiania, Goias, Brazil", Brazil,False,Featherweight,MALE,3,0,3,0,3,5,23,0,0,0,1,0,6,0,7,Orthodox,177.8,187.96,155.0,0,1,0,4,5,38,0,0,1,6,1,1,0,9,Orthodox,172.72,172.72,155.0,30.0,25.0,0,2,-1,-2,0,-15,0,-1,5,5.08,15.24,5,-19.119,0.2738,-2.3333,Blue,SUB,Closed Stance,1
KJ Noons,Alex Oliveira,160.0,-185.0,160.0,54.0541,2015-05-30,"Goiania, Goias, Brazil", Brazil,False,Welterweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,170.0,1,0,0,2,2,9,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,155.0,32.0,27.0,0,0,-2,-2,1,-6,0,-1,0,2.54,10.16,5,-1.75,0.0,0.0,neither,SUB,Closed Stance,1
Francimar Barroso,Ryan Jimmo,235.0,-275.0,235.0,36.3636,2015-05-30,"Goiania, Goias, Brazil", Brazil,False,Light Heavyweight,MALE,3,1,0,0,1,3,12,0,0,0,1,2,0,0,3,Orthodox,185.42,185.42,205.0,1,0,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,205.0,35.0,33.0,0,0,0,2,-2,6,0,2,0,0.0,-5.08,2,-4.8333,0.0,-2.1667,neither,U-DEC,Closed Stance,0
Francisco Trinaldo,Norman Parke,215.0,-255.0,215.0,39.2157,2015-05-30,"Goiania, Goias, Brazil", Brazil,False,Lightweight,MALE,3,1,0,0,3,2,17,1,0,0,3,1,0,0,4,Southpaw,180.34,177.8,155.0,0,2,0,2,3,21,0,0,1,2,1,2,0,6,Southpaw,175.26,177.8,155.0,36.0,28.0,-1,-2,1,-2,1,-4,1,0,-2,5.08,0.0,8,23.2778,-0.5556,0.9444,neither,U-DEC,Closed Stance,0
Jussier Formiga,Wilson Reis,-105.0,-115.0,95.2381,86.9565,2015-05-30,"Goiania, Goias, Brazil", Brazil,False,Flyweight,MALE,3,0,2,0,2,1,10,0,0,0,2,0,1,0,3,Southpaw,162.56,165.1,125.0,0,2,0,2,2,10,0,0,0,2,0,1,0,3,Orthodox,165.1,170.18,125.0,30.0,30.0,0,0,0,0,1,0,0,0,0,-2.54,-5.08,0,13.75,0.3,2.85,Red,U-DEC,Open Stance,0
Elizeu Zaleski dos Santos,Nicolas Dalby,230.0,-270.0,230.0,37.037,2015-05-30,"Goiania, Goias, Brazil", Brazil,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170.0,28.0,30.0,0,0,0,0,0,0,0,0,0,0.0,2.54,-2,0.0,0.0,0.0,neither,S-DEC,Closed Stance,1
Lucas Martins,Mirsad Bektic,345.0,-430.0,345.0,23.2558,2015-05-30,"Goiania, Goias, Brazil", Brazil,False,Featherweight,MALE,3,0,2,0,2,0,6,0,1,0,1,0,0,0,2,Orthodox,172.72,177.8,145.0,1,0,0,3,2,11,0,0,0,0,2,1,0,3,Southpaw,182.88,182.88,145.0,26.0,24.0,1,2,-1,-1,2,-5,0,-2,-1,-10.16,-5.08,2,2.5,-0.4,2.0,neither,KO/TKO,Open Stance,1
Juliana Lima,Ericka Almeida,-170.0,150.0,58.8235,150.0,2015-05-30,"Goiania, Goias, Brazil", Brazil,False,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,115.0,0,1,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,165.1,165.1,115.0,33.0,26.0,0,-1,-1,-1,1,-6,0,0,0,2.54,7.62,7,-19.5,0.0,-1.0,Red,U-DEC,Closed Stance,0
Luiz Dutra,Tom Breese,135.0,-155.0,135.0,64.5161,2015-05-30,"Goiania, Goias, Brazil", Brazil,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,185.42,185.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170.0,33.0,23.0,1,0,0,0,1,-1,0,0,0,10.16,5.08,10,-10.0,0.0,0.0,neither,KO/TKO,Open Stance,1
Anthony Johnson,Daniel Cormier,-120.0,100.0,83.3333,100.0,2015-05-23,"Las Vegas, Nevada, USA", USA,True,Light Heavyweight,MALE,5,1,0,0,4,1,15,1,0,0,2,1,1,0,4,Orthodox,180.34,182.88,235.0,0,3,0,3,4,24,0,0,0,2,8,0,0,10,Orthodox,187.96,198.12,205.0,31.0,36.0,-1,-3,1,-6,3,-9,1,-7,1,-7.62,-15.24,-5,30.6571,0.0429,0.3286,Red,SUB,Closed Stance,1
Chris Weidman,Vitor Belfort,-420.0,335.0,23.8095,335.0,2015-05-23,"Las Vegas, Nevada, USA", USA,True,Middleweight,MALE,5,0,3,0,3,6,29,5,0,0,0,10,2,1,13,Southpaw,182.88,187.96,185.0,0,8,0,8,0,19,3,0,0,3,3,2,0,8,Orthodox,187.96,198.12,185.0,30.0,38.0,0,-5,-5,5,-6,10,2,8,0,-5.08,-10.16,-8,-19.6184,-0.4539,-2.1842,Red,KO/TKO,Open Stance,0
Donald Cerrone,John Makdessi,-700.0,500.0,14.2857,500.0,2015-05-23,"Las Vegas, Nevada, USA", USA,False,Lightweight,MALE,3,0,1,0,3,3,21,0,0,0,3,3,0,0,6,Orthodox,172.72,172.72,155.0,0,7,0,7,3,36,0,0,0,6,4,4,0,14,Orthodox,185.42,185.42,155.0,32.0,30.0,0,-6,-4,-8,0,-15,0,-1,-4,-12.7,-12.7,2,7.1634,-0.4118,-0.7647,Red,KO/TKO,Closed Stance,0
Travis Browne,Andrei Arlovski,-500.0,400.0,20.0,400.0,2015-05-23,"Las Vegas, Nevada, USA", USA,False,Heavyweight,MALE,3,0,5,0,6,4,30,5,0,1,1,8,2,0,12,Orthodox,190.5,195.58,240.0,0,1,0,3,3,19,0,0,0,1,6,1,0,8,Orthodox,198.12,200.66,255.0,32.0,36.0,0,4,3,4,-1,11,5,2,1,-7.62,-5.08,-4,-1.6136,0.1307,-0.6023,Red,KO/TKO,Closed Stance,1
Joseph Benavidez,John Moraga,-750.0,525.0,13.3333,525.0,2015-05-23,"Las Vegas, Nevada, USA", USA,False,Flyweight,MALE,3,0,2,0,2,2,19,1,0,1,0,1,3,0,5,Orthodox,167.64,167.64,125.0,0,2,0,3,2,24,2,0,0,4,3,1,0,8,Southpaw,162.56,165.1,125.0,30.0,31.0,0,0,-1,-3,0,-5,-1,-2,2,5.08,2.54,-1,-12.7,0.4571,-0.4286,Red,U-DEC,Open Stance,0
John Dodson,Zach Makovsky,-800.0,550.0,12.5,550.0,2015-05-23,"Las Vegas, Nevada, USA", USA,False,Flyweight,MALE,3,0,1,0,2,1,12,0,0,0,3,0,0,0,3,Southpaw,162.56,162.56,125.0,0,2,0,3,1,14,2,0,0,1,3,0,1,5,Orthodox,160.02,167.64,135.0,30.0,32.0,0,-1,-1,-2,0,-2,-2,-4,0,2.54,-5.08,-2,-12.1667,0.25,3.8333,Red,U-DEC,Open Stance,0
Dong Hyun Kim,Joshua Burkman,-210.0,175.0,47.619,175.0,2015-05-23,"Las Vegas, Nevada, USA", USA,False,Welterweight,MALE,3,4,0,0,2,6,27,0,0,1,2,1,1,0,5,Orthodox,177.8,182.88,170.0,1,0,0,4,4,35,0,0,1,6,3,0,0,10,Southpaw,187.96,193.04,170.0,33.0,35.0,-3,0,-2,-5,-2,-8,0,-2,1,-10.16,-10.16,-2,5.1234,-0.1364,0.0779,Red,SUB,Open Stance,0
Uriah Hall,Rafael Natal,-420.0,335.0,23.8095,335.0,2015-05-23,"Las Vegas, Nevada, USA", USA,False,Middleweight,MALE,3,0,2,0,3,5,33,0,0,1,5,0,1,0,7,Orthodox,182.88,193.04,185.0,0,3,0,3,2,11,1,0,0,1,0,0,2,3,Orthodox,182.88,200.66,185.0,30.0,32.0,0,-1,0,4,-3,22,-1,-2,1,0.0,-7.62,-2,4.8667,0.3833,1.5833,neither,S-DEC,Closed Stance,1
Mike Pyle,Colby Covington,265.0,-325.0,265.0,30.7692,2015-05-23,"Las Vegas, Nevada, USA", USA,False,Welterweight,MALE,3,0,2,0,2,0,4,0,0,0,0,1,1,0,2,Orthodox,180.34,182.88,170.0,1,0,0,4,5,27,0,0,1,2,4,2,0,9,Orthodox,182.88,187.96,170.0,39.0,27.0,1,2,-2,-7,5,-23,0,-3,-1,-2.54,-5.08,12,-3.0714,-0.2857,2.4286,neither,U-DEC,Closed Stance,1
Islam Makhachev,Leo Kuntz,-500.0,400.0,20.0,400.0,2015-05-23,"Las Vegas, Nevada, USA", USA,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155.0,23.0,31.0,0,0,0,0,0,0,0,0,0,0.0,10.16,-8,0.0,0.0,0.0,neither,SUB,Closed Stance,0
Frankie Edgar,Urijah Faber,-550.0,425.0,18.1818,425.0,2015-05-16,"Manila, Philippines", Philippines,False,Featherweight,MALE,5,0,2,0,4,3,31,3,0,0,2,0,6,0,8,Orthodox,167.64,170.18,135.0,0,3,0,5,5,63,7,0,0,7,3,2,0,12,Orthodox,167.64,172.72,145.0,33.0,36.0,0,-1,-1,-4,2,-32,-4,-3,4,0.0,-2.54,-3,-24.631,0.2567,-1.6578,Red,U-DEC,Closed Stance,0
Mark Munoz,Luke Barnatt,115.0,-135.0,115.0,74.0741,2015-05-16,"Manila, Philippines", Philippines,False,Middleweight,MALE,3,2,0,0,3,2,12,0,0,0,1,1,1,0,3,Orthodox,198.12,195.58,185.0,3,0,0,4,6,27,0,0,1,3,4,0,0,8,Orthodox,182.88,182.88,185.0,37.0,27.0,1,0,-1,-5,4,-15,0,-3,1,15.24,12.7,10,29.3571,0.0429,-0.9571,neither,U-DEC,Closed Stance,0
Hyun Gyu Lim,Neil Magny,105.0,-125.0,105.0,80.0,2015-05-16,"Manila, Philippines", Philippines,False,Welterweight,MALE,3,0,6,0,6,2,24,0,0,0,4,2,1,0,7,Orthodox,190.5,203.2,170.0,0,1,0,2,1,9,0,0,0,0,3,0,0,3,Orthodox,190.5,195.58,170.0,30.0,27.0,0,5,4,4,-1,15,0,-1,1,0.0,7.62,3,-9.1111,-0.1389,2.0833,Blue,KO/TKO,Closed Stance,1
